age;job;marital;education;housing;loan;duration
31;services;married;basic,6y;no;no;2087
35;blue-collar;married;basic,6y;no;no;102
42;admin,;married;university,degree;no;no;193
35;blue-collar;married;basic,6y;no;no;245
44;blue-collar;married;basic,4y;no;no;190
47;admin,;married;university,degree;no;no;42
59;technician;married;professional,course;no;no;206
30;services;single;high,school;no;no;66
38;blue-collar;married;basic,9y;no;no;173
45;management;single;university,degree;no;no;477
28;self-employed;single;university,degree;no;no;77
37;blue-collar;married;basic,4y;no;no;219
36;housemaid;divorced;university,degree;no;no;767
53;retired;married;basic,6y;no;yes;298
49;admin,;married;high,school;no;yes;627
32;self-employed;divorced;professional,course;no;no;242
51;blue-collar;divorced;basic,9y;no;no;119
44;self-employed;married;professional,course;no;no;626
29;blue-collar;married;high,school;no;no;12
46;blue-collar;divorced;basic,6y;no;no;266
43;blue-collar;divorced;basic,4y;no;no;154
53;admin,;married;university,degree;no;no;10
43;blue-collar;married;basic,6y;no;no;301
35;services;single;basic,4y;no;yes;240
40;services;single;professional,course;no;no;202
29;services;divorced;high,school;no;no;144
43;blue-collar;married;basic,4y;no;no;263
47;blue-collar;married;basic,6y;no;no;543
38;technician;married;university,degree;no;no;257
46;entrepreneur;married;basic,4y;no;no;186
32;management;single;university,degree;no;no;81
39;blue-collar;married;basic,9y;no;no;285
41;blue-collar;married;basic,9y;no;yes;261
54;blue-collar;married;basic,9y;no;yes;422
34;blue-collar;married;basic,6y;no;yes;159
45;blue-collar;single;basic,9y;no;no;78
32;admin,;divorced;high,school;no;yes;15
28;student;married;university,degree;no;yes;352
41;self-employed;single;university,degree;no;no;296
57;services;divorced;high,school;no;yes;185
38;admin,;single;university,degree;no;no;335
35;services;married;basic,9y;no;no;95
60;entrepreneur;married;basic,4y;no;no;71
38;self-employed;single;university,degree;no;no;459
57;blue-collar;divorced;professional,course;no;no;100
44;technician;divorced;unknown;no;yes;233
57;services;married;basic,6y;no;no;43
38;blue-collar;married;basic,6y;no;no;21
25;services;divorced;high,school;no;no;219
42;blue-collar;married;basic,4y;no;no;92
43;services;married;high,school;no;no;205
41;technician;married;professional,course;no;no;112
37;blue-collar;married;basic,6y;no;no;383
39;blue-collar;married;basic,9y;no;no;193
36;services;married;high,school;no;yes;207
38;blue-collar;married;basic,6y;no;no;132
58;services;married;basic,4y;no;no;249
44;blue-collar;single;basic,9y;no;no;122
36;blue-collar;married;basic,9y;no;no;300
30;technician;married;professional,course;no;no;390
44;blue-collar;married;basic,9y;no;no;116
38;admin,;married;basic,9y;no;no;192
40;services;married;basic,9y;no;no;13
46;blue-collar;married;basic,4y;no;no;246
38;management;married;university,degree;no;no;277
29;admin,;single;university,degree;no;no;141
35;self-employed;married;university,degree;no;yes;49
33;services;single;basic,6y;no;no;89
31;admin,;single;university,degree;no;yes;515
38;admin,;married;high,school;no;no;179
41;services;married;high,school;no;yes;102
34;blue-collar;divorced;professional,course;no;yes;291
37;services;married;high,school;no;no;1187
43;blue-collar;married;basic,4y;no;no;200
40;management;married;high,school;no;no;104
47;services;single;high,school;no;no;37
43;management;married;university,degree;no;no;627
34;blue-collar;married;basic,9y;no;no;466
29;admin,;divorced;university,degree;no;no;101
51;self-employed;married;university,degree;no;no;826
20;entrepreneur;single;high,school;no;no;598
31;blue-collar;single;professional,course;no;no;99
29;blue-collar;single;basic,6y;no;no;27
40;blue-collar;single;basic,6y;no;no;201
33;management;married;university,degree;no;no;166
33;services;single;professional,course;no;no;182
31;blue-collar;single;basic,9y;no;no;732
30;blue-collar;married;basic,6y;no;no;126
42;admin,;single;university,degree;no;no;172
39;retired;single;high,school;no;no;109
54;technician;married;basic,9y;no;no;207
32;blue-collar;married;basic,9y;no;no;180
28;admin,;married;high,school;no;no;144
44;technician;married;professional,course;no;yes;203
37;blue-collar;married;basic,4y;no;no;85
25;blue-collar;married;professional,course;no;no;94
49;blue-collar;married;basic,4y;no;no;122
29;admin,;single;high,school;no;no;132
39;services;single;high,school;no;no;346
39;management;married;high,school;no;no;205
38;services;married;high,school;no;no;62
39;unemployed;married;high,school;no;no;241
30;blue-collar;married;basic,4y;no;no;371
32;blue-collar;married;professional,course;no;no;274
37;technician;married;basic,9y;no;no;71
27;blue-collar;married;university,degree;no;yes;357
32;unknown;unknown;university,degree;no;no;617
47;blue-collar;single;basic,4y;no;no;131
40;blue-collar;married;basic,9y;no;no;188
33;services;married;high,school;no;no;483
54;admin,;married;university,degree;no;no;847
51;blue-collar;married;high,school;no;no;147
33;management;married;university,degree;no;yes;70
33;management;married;university,degree;no;no;21
59;management;married;university,degree;no;no;659
36;services;married;basic,6y;no;no;296
40;services;married;high,school;no;no;307
37;technician;single;professional,course;no;no;120
56;housemaid;divorced;high,school;no;no;390
38;management;married;basic,9y;no;no;772
28;services;married;high,school;no;no;143
60;housemaid;married;high,school;no;no;929
32;student;single;university,degree;no;no;21
31;blue-collar;married;basic,9y;no;no;93
20;entrepreneur;single;high,school;no;no;217
42;blue-collar;married;basic,6y;no;no;134
28;technician;single;university,degree;no;no;352
41;admin,;single;university,degree;no;no;45
33;admin,;divorced;basic,9y;no;no;93
43;admin,;married;university,degree;no;no;266
24;technician;single;professional,course;no;no;410
31;blue-collar;married;basic,4y;no;no;157
25;services;divorced;high,school;no;no;72
58;blue-collar;married;basic,4y;no;no;70
35;blue-collar;married;basic,9y;no;no;131
25;admin,;married;high,school;no;no;498
31;blue-collar;married;basic,4y;no;no;514
39;admin,;married;basic,9y;no;no;127
60;retired;married;high,school;no;no;155
37;admin,;divorced;university,degree;no;no;18
31;entrepreneur;single;basic,9y;no;no;341
49;unemployed;single;professional,course;no;no;339
46;unknown;married;basic,4y;no;no;232
36;services;divorced;university,degree;no;no;208
27;services;single;high,school;no;no;75
60;retired;married;university,degree;no;no;485
27;services;single;high,school;no;no;280
35;unknown;single;basic,4y;no;no;121
56;admin,;single;high,school;no;no;93
35;entrepreneur;married;basic,9y;no;no;399
35;technician;divorced;high,school;no;no;93
32;blue-collar;married;high,school;no;yes;92
31;technician;married;professional,course;no;no;114
31;admin,;married;high,school;no;no;187
31;admin,;married;high,school;no;no;172
49;blue-collar;married;basic,4y;no;no;122
49;blue-collar;married;basic,4y;no;no;207
31;entrepreneur;married;basic,9y;no;no;136
36;management;married;basic,9y;no;no;117
52;management;married;professional,course;no;no;393
37;blue-collar;single;unknown;no;no;107
40;blue-collar;divorced;basic,9y;no;no;25
36;blue-collar;single;basic,4y;no;no;136
34;technician;single;professional,course;no;no;384
39;management;single;university,degree;no;no;38
39;management;single;university,degree;no;no;164
56;services;married;high,school;no;no;331
29;blue-collar;single;basic,9y;no;no;479
39;admin,;married;high,school;no;no;229
31;technician;married;professional,course;no;no;258
60;management;married;university,degree;no;no;490
45;unemployed;married;high,school;no;no;545
41;technician;married;high,school;no;no;257
32;services;married;high,school;no;no;213
46;services;married;professional,course;no;no;115
28;services;single;basic,9y;no;no;646
51;blue-collar;married;basic,9y;no;no;202
50;services;single;high,school;no;no;106
51;blue-collar;married;basic,9y;no;yes;653
59;admin,;married;university,degree;no;yes;186
33;technician;married;professional,course;no;no;205
36;unemployed;single;basic,4y;no;no;122
24;services;single;high,school;no;no;377
49;admin,;married;university,degree;no;no;208
35;unemployed;married;basic,9y;no;no;471
36;unemployed;single;basic,4y;no;no;544
36;unemployed;single;basic,4y;no;no;143
36;self-employed;married;university,degree;no;no;71
33;blue-collar;single;high,school;no;no;164
42;services;married;high,school;no;no;137
35;admin,;married;high,school;no;no;91
33;management;single;university,degree;no;no;261
29;admin,;married;high,school;no;no;215
27;services;single;high,school;no;no;108
42;admin,;single;basic,9y;no;no;145
37;housemaid;married;high,school;no;yes;106
24;services;single;high,school;no;yes;134
36;entrepreneur;married;university,degree;no;yes;180
49;entrepreneur;married;high,school;no;no;189
49;entrepreneur;married;high,school;no;no;323
28;blue-collar;single;basic,6y;no;no;557
34;technician;married;professional,course;no;yes;388
36;technician;married;professional,course;no;no;194
32;retired;married;high,school;no;no;209
40;housemaid;divorced;high,school;no;no;188
56;blue-collar;married;basic,6y;no;no;342
27;entrepreneur;married;university,degree;no;no;530
36;technician;married;professional,course;no;yes;365
47;blue-collar;married;basic,4y;no;no;285
39;technician;married;professional,course;no;no;126
58;blue-collar;married;basic,9y;no;no;76
32;admin,;married;university,degree;no;yes;1692
43;blue-collar;married;basic,4y;no;no;73
52;admin,;married;university,degree;no;no;622
53;self-employed;married;university,degree;no;no;404
45;blue-collar;married;basic,9y;no;no;275
31;blue-collar;married;basic,9y;no;no;109
51;technician;married;professional,course;no;no;134
45;admin,;married;high,school;no;yes;225
32;admin,;married;high,school;no;no;129
25;blue-collar;single;basic,4y;no;no;324
44;admin,;married;basic,9y;no;no;163
59;admin,;married;university,degree;no;no;279
39;technician;divorced;professional,course;no;no;251
30;technician;married;university,degree;no;no;282
29;management;single;university,degree;no;no;118
32;technician;single;university,degree;no;no;195
37;blue-collar;single;high,school;no;no;79
52;self-employed;married;university,degree;no;no;61
60;management;married;university,degree;no;no;409
47;management;divorced;basic,4y;no;no;241
40;technician;married;university,degree;no;no;338
45;services;married;high,school;no;no;182
43;management;married;unknown;no;no;204
32;admin,;single;university,degree;no;no;188
56;admin,;married;university,degree;no;no;1461
56;blue-collar;married;basic,4y;no;no;116
37;entrepreneur;single;university,degree;no;no;129
43;technician;single;professional,course;no;no;98
43;technician;single;professional,course;no;no;150
39;admin,;single;university,degree;no;no;94
54;management;married;basic,4y;no;no;345
33;admin,;divorced;university,degree;no;yes;128
33;admin,;divorced;university,degree;no;no;279
38;blue-collar;divorced;basic,9y;no;yes;70
58;entrepreneur;married;university,degree;no;no;107
28;blue-collar;married;basic,6y;no;no;142
42;blue-collar;married;basic,9y;no;no;119
36;technician;single;professional,course;no;no;180
33;technician;single;high,school;no;yes;213
33;management;single;university,degree;no;no;136
29;blue-collar;single;high,school;no;no;44
38;management;married;university,degree;no;no;32
33;services;married;high,school;no;no;73
42;admin,;married;university,degree;no;no;126
35;technician;married;professional,course;no;no;169
29;admin,;single;basic,9y;no;no;210
30;technician;married;professional,course;no;yes;393
34;admin,;single;basic,9y;no;no;1178
50;housemaid;divorced;high,school;no;no;177
31;technician;single;basic,9y;no;no;191
48;blue-collar;married;professional,course;no;no;245
45;admin,;divorced;basic,9y;no;no;488
44;services;married;high,school;no;no;460
34;admin,;single;high,school;no;no;176
39;services;married;high,school;no;yes;134
25;blue-collar;married;basic,9y;no;no;483
29;services;married;basic,9y;no;no;116
44;technician;single;professional,course;no;no;182
40;blue-collar;married;high,school;no;no;51
59;retired;married;basic,4y;no;no;260
38;technician;single;professional,course;no;no;214
41;blue-collar;married;basic,6y;no;no;407
48;admin,;married;basic,9y;no;yes;145
50;blue-collar;divorced;basic,9y;no;no;878
35;self-employed;married;professional,course;no;no;268
51;entrepreneur;married;basic,4y;no;no;277
56;services;divorced;high,school;no;no;185
38;blue-collar;married;high,school;no;no;18
41;blue-collar;married;basic,4y;no;no;43
27;services;single;high,school;no;no;86
31;admin,;married;university,degree;no;no;255
26;entrepreneur;married;unknown;no;no;194
25;student;single;high,school;no;no;97
40;blue-collar;married;unknown;no;no;338
37;entrepreneur;single;university,degree;no;no;180
46;housemaid;married;basic,9y;no;no;322
32;unemployed;married;basic,9y;no;no;71
54;admin,;married;basic,4y;no;no;77
51;services;married;professional,course;no;no;328
41;management;single;unknown;no;no;154
26;services;single;high,school;no;no;155
54;technician;married;unknown;no;no;111
41;blue-collar;divorced;basic,4y;no;no;91
26;blue-collar;single;high,school;no;no;213
35;technician;divorced;professional,course;no;yes;102
45;admin,;married;high,school;no;yes;35
40;admin,;married;high,school;no;no;83
52;technician;married;university,degree;no;no;244
36;blue-collar;married;basic,6y;no;no;291
36;blue-collar;single;high,school;no;yes;163
49;blue-collar;married;professional,course;no;no;144
39;blue-collar;divorced;basic,9y;no;no;40
41;admin,;single;university,degree;no;no;112
59;management;married;university,degree;no;no;460
45;unknown;married;unknown;no;no;139
48;admin,;married;university,degree;no;yes;327
59;retired;married;university,degree;no;no;92
44;admin,;single;high,school;no;no;111
53;self-employed;married;university,degree;no;no;592
41;technician;married;professional,course;no;no;105
