Year,WHO region,Country,Display Value
1985,Europe,Kyrgyzstan,1.82
1987,Europe,Slovakia,4.28
1986,Africa,Kenya,1.33
1984,Europe,Denmark,8
1985,Western Pacific,Malaysia,0.16
1984,Western Pacific,Singapore,0.16
1987,Europe,Poland,6.18
1987,Europe,Russian Federation,0.52
1987,South-East Asia,Sri Lanka,0
1987,Africa,Zambia,2.03
1986,Eastern Mediterranean,Saudi Arabia,0.19
1984,Eastern Mediterranean,Morocco,0.25
1987,Africa,Gambia,0.09
1989,Western Pacific,Malaysia,0
1989,Europe,Croatia,0
1987,Europe,Slovenia,0
1984,Western Pacific,Viet Nam,0.04
1986,Europe,Ireland,0.58
1985,Africa,Ethiopia,0
1987,Africa,Central African Republic,0.04
1985,Africa,Ethiopia,0.09
1984,Africa,Togo,0.26
1989,Africa,Mauritania,0.02
1985,South-East Asia,Myanmar,0
1986,Eastern Mediterranean,Oman,0.14
1985,Americas,Paraguay,0
1989,Western Pacific,Mongolia,0
1986,Western Pacific,Micronesia (Federated States of),0
1987,Europe,Norway,0
1989,Western Pacific,Micronesia (Federated States of),0
1986,Europe,Czech Republic,4.43
1989,Western Pacific,Mongolia,0
1987,Europe,Greece,2.26
1987,Africa,Rwanda,0.01
1987,Europe,Poland,
1987,Western Pacific,Australia,3.31
1984,Europe,Belgium,2.36
1989,Americas,Chile,0
1989,Eastern Mediterranean,Lebanon,0.42
1984,Africa,Eritrea,0
1985,Europe,Latvia,0.28
1989,Europe,Latvia,1.44
1987,Americas,Dominican Republic,0
1989,Americas,Canada,4.82
1984,Europe,Finland,1.79
1989,Africa,Congo,1.91
1985,Europe,Denmark,1.97
1984,Africa,Togo,0.58
1986,Europe,Spain,3.73
1985,Europe,Finland,3.48
1985,Americas,Saint Lucia,0.46
1987,Africa,Sierra Leone,0.13
1986,Americas,Haiti,0.01
1984,Western Pacific,Mongolia,3.24
1984,Eastern Mediterranean,Tunisia,0.1
1987,Americas,Guyana,6.67
1984,Eastern Mediterranean,Pakistan,0.01
1989,Americas,Canada,
1985,Western Pacific,Australia,1.7
1984,Americas,Cuba,
1986,Africa,Nigeria,0
1986,Americas,Paraguay,0.01
1987,Americas,Chile,5.41
1985,Americas,Peru,0
1985,South-East Asia,Thailand,0
1987,Africa,Ghana,1
1984,South-East Asia,Bhutan,0
1986,South-East Asia,Bhutan,0.46
1986,Europe,Turkey,0.3
1986,Europe,Ireland,2.41
1986,Eastern Mediterranean,Iran (Islamic Republic of),0
1987,Americas,Suriname,2.27
1986,Africa,Mozambique,0
1989,Western Pacific,Solomon Islands,0
1985,Africa,Gambia,1.44
1985,Africa,Lesotho,0.1
1985,Eastern Mediterranean,Qatar,0
1984,Africa,Zambia,0.02
1987,Western Pacific,Malaysia,0.16
1984,Americas,Panama,0.17
1986,Western Pacific,Kiribati,0.02
1989,Africa,Mauritius,1.81
1986,Africa,Mali,0
1986,Europe,Belarus,
1989,Africa,Gambia,0.06
1987,Europe,Italy,8.89
1984,Americas,Bolivia (Plurinational State of),0.94
1986,Western Pacific,Singapore,0.07
1987,Western Pacific,Samoa,0
1984,Africa,Mozambique,0.12
1987,Eastern Mediterranean,Libya,0
1989,Americas,Haiti,0
1987,Africa,Rwanda,0.87
1984,Europe,Ireland,2.14
1989,Eastern Mediterranean,Yemen,0.05
1985,Eastern Mediterranean,Iran (Islamic Republic of),0
1985,Western Pacific,Micronesia (Federated States of),0
1989,Europe,Austria,
1984,Americas,Colombia,3.99
1986,Western Pacific,Lao People's Democratic Republic,0
1989,Europe,Denmark,7.45
1985,Africa,Equatorial Guinea,0.25
1984,Americas,Brazil,0.44
1987,Eastern Mediterranean,Kuwait,0
1989,Africa,Seychelles,0.6
1986,Europe,Belarus,
1984,Western Pacific,China,0
1986,Americas,Peru,0.11
1986,Eastern Mediterranean,Jordan,0.02
1989,Western Pacific,Samoa,0.02
1987,Western Pacific,Vanuatu,
1984,Africa,Rwanda,6.18
1987,Western Pacific,New Zealand,2.2
1986,Americas,Guatemala,1.91
1986,Eastern Mediterranean,Djibouti,0
1986,Americas,Canada,1.33
1989,South-East Asia,Myanmar,0.14
1984,Africa,Cabo Verde,0.67
1987,Europe,United Kingdom of Great Britain and Northern Ireland,5.49
1984,Western Pacific,Japan,1.65
1986,Africa,Liberia,
1985,Africa,Lesotho,1.07
1987,Europe,Belgium,0
1986,Africa,Burkina Faso,0.02
1986,Africa,Zimbabwe,5.57
1989,Africa,South Africa,1.62
1984,Africa,Swaziland,4.96
1984,South-East Asia,Democratic People's Republic of Korea,0.37
1986,Europe,Sweden,2.57
1985,Western Pacific,Singapore,0.64
1986,Americas,Paraguay,0.36
1989,Americas,Bolivia (Plurinational State of),0.08
1989,Africa,Madagascar,0.19
1987,Americas,Bolivia (Plurinational State of),1.16
1987,Europe,France,2.77
1989,Eastern Mediterranean,Morocco,0.07
1986,Americas,Paraguay,5.17
1984,Europe,Czech Republic,
1984,Western Pacific,Fiji,0.09
1986,Americas,Belize,1.35
1986,Africa,Seychelles,2.16
1987,Americas,Canada,
1984,Western Pacific,Fiji,0.13
1986,Western Pacific,Viet Nam,0.05
1986,Europe,Slovenia,3.71
1984,Eastern Mediterranean,Djibouti,0.51
1986,Europe,Poland,
1985,Europe,Slovakia,2.6
1986,Eastern Mediterranean,United Arab Emirates,0
1985,South-East Asia,India,1.24
1989,Europe,Poland,2.03
1984,Europe,Latvia,7.5
1986,Europe,Bulgaria,4.32
1989,Europe,Turkey,0
1987,Europe,Iceland,0.01
1984,Africa,Angola,0.57
1984,Africa,Central African Republic,0.46
1986,Western Pacific,Fiji,0.05
1986,Europe,Switzerland,2.54
1987,Western Pacific,Papua New Guinea,0
1986,Africa,Swaziland,5.15
